Timestamp,TargetTime,Expiration,UpBid,UpAsk,UpMid,UpSpread,UpBidLiquidity,UpAskLiquidity,DownBid,DownAsk,DownMid,DownSpread,DownBidLiquidity,DownAskLiquidity
2026-01-03 15:10:46,2026-01-03 15:00:00,2026-01-03 15:15:00,0.01,0.02,0.015,0.01,3532.34,3322.18,0.98,0.99,0.985,0.01,3322.18,3532.34
2026-01-03 15:10:47,2026-01-03 15:00:00,2026-01-03 15:15:00,0.01,0.02,0.015,0.01,3532.34,3341.93,0.98,0.99,0.985,0.01,3341.93,3532.34
2026-01-03 15:10:48,2026-01-03 15:00:00,2026-01-03 15:15:00,0.01,0.02,0.015,0.01,3466.34,3343.46,0.98,0.99,0.985,0.01,2907.66,3466.34
2026-01-03 15:10:49,2026-01-03 15:00:00,2026-01-03 15:15:00,0.01,0.02,0.015,0.01,3516.34,2941.66,0.97,0.99,0.98,0.02,4157.66,3516.34
2026-01-03 15:10:50,2026-01-03 15:00:00,2026-01-03 15:15:00,0.01,0.03,0.02,0.02,3516.34,4157.66,0.98,0.99,0.985,0.01,3126.13,3685.71
2026-01-03 15:10:51,2026-01-03 15:00:00,2026-01-03 15:15:00,0.01,0.02,0.015,0.01,3699.07,3120.13,0.98,0.99,0.985,0.01,3147.66,3699.07
2026-01-03 15:10:52,2026-01-03 15:00:00,2026-01-03 15:15:00,0.01,0.02,0.015,0.01,3599.07,3146.3,0.98,0.99,0.985,0.01,3213.83,2588.96
2026-01-03 15:10:53,2026-01-03 15:00:00,2026-01-03 15:15:00,0.01,0.02,0.015,0.01,2538.96,3235.27,0.98,0.99,0.985,0.01,3301.54,2538.96
2026-01-03 15:10:54,2026-01-03 15:00:00,2026-01-03 15:15:00,0.01,0.02,0.015,0.01,2538.96,3589.54,0.98,0.99,0.985,0.01,3605.07,2553.96
2026-01-03 15:10:55,2026-01-03 15:00:00,2026-01-03 15:15:00,0.01,0.02,0.015,0.01,1528.85,3658.34,0.98,0.99,0.985,0.01,3678.87,1528.85
2026-01-03 15:10:56,2026-01-03 15:00:00,2026-01-03 15:15:00,0.01,0.02,0.015,0.01,1251.68,4287.34,0.98,0.99,0.985,0.01,4311.34,1251.68
2026-01-03 15:10:57,2026-01-03 15:00:00,2026-01-03 15:15:00,0.01,0.02,0.015,0.01,1231.68,4526.87,0.98,0.99,0.985,0.01,4511.34,1231.68
2026-01-03 15:10:58,2026-01-03 15:00:00,2026-01-03 15:15:00,0.01,0.02,0.015,0.01,631.68,4523.87,0.98,0.99,0.985,0.01,4422.34,631.68
2026-01-03 15:10:59,2026-01-03 15:00:00,2026-01-03 15:15:00,0.01,0.02,0.015,0.01,478.47,4442.34,0.98,0.99,0.985,0.01,4785.34,478.47
2026-01-03 15:11:00,2026-01-03 15:00:00,2026-01-03 15:15:00,0.01,0.02,0.015,0.01,390.47,4874.34,0.98,0.99,0.985,0.01,4873.34,390.47
2026-01-03 15:11:01,2026-01-03 15:00:00,2026-01-03 15:15:00,0.0,0.01,0.0,0.0,0.0,5208.3,0.99,0.0,0.0,0.0,5208.3,0.0
2026-01-03 15:11:02,2026-01-03 15:00:00,2026-01-03 15:15:00,0.0,0.01,0.0,0.0,0.0,5254.55,0.99,0.0,0.0,0.0,5334.55,0.0
2026-01-03 15:11:03,2026-01-03 15:00:00,2026-01-03 15:15:00,0.01,0.02,0.015,0.01,5.0,5224.44,0.98,0.99,0.985,0.01,4784.74,315.95
2026-01-03 15:11:04,2026-01-03 15:00:00,2026-01-03 15:15:00,0.01,0.02,0.015,0.01,556.2,2905.28,0.97,0.98,0.975,0.01,3710.14,561.37
2026-01-03 15:11:05,2026-01-03 15:00:00,2026-01-03 15:15:00,0.02,0.03,0.025,0.01,591.37,3694.14,0.97,0.98,0.975,0.01,3694.14,911.37
2026-01-03 15:11:06,2026-01-03 15:00:00,2026-01-03 15:15:00,0.02,0.03,0.025,0.01,872.17,3917.14,0.98,0.99,0.985,0.01,3012.14,670.95
2026-01-03 15:11:07,2026-01-03 15:00:00,2026-01-03 15:15:00,0.01,0.02,0.015,0.01,665.95,2906.14,0.98,0.99,0.985,0.01,2844.14,739.95
2026-01-03 15:11:08,2026-01-03 15:00:00,2026-01-03 15:15:00,0.01,0.02,0.015,0.01,395.31,3291.14,0.98,0.99,0.985,0.01,3283.14,319.31
2026-01-03 15:11:09,2026-01-03 15:00:00,2026-01-03 15:15:00,0.0,0.01,0.0,0.0,0.0,2977.05,0.99,0.0,0.0,0.0,3007.04,0.0
2026-01-03 15:11:10,2026-01-03 15:00:00,2026-01-03 15:15:00,0.0,0.01,0.0,0.0,0.0,3315.84,0.99,0.0,0.0,0.0,3553.35,0.0
2026-01-03 15:11:11,2026-01-03 15:00:00,2026-01-03 15:15:00,0.0,0.01,0.0,0.0,0.0,3503.35,0.98,0.99,0.985,0.01,3876.12,74.0
2026-01-03 15:11:12,2026-01-03 15:00:00,2026-01-03 15:15:00,0.0,0.01,0.0,0.0,0.0,3259.88,0.99,0.0,0.0,0.0,3286.88,0.0
2026-01-03 15:11:13,2026-01-03 15:00:00,2026-01-03 15:15:00,0.01,0.02,0.015,0.01,165.79,3861.14,0.98,0.0,0.0,0.0,3871.32,0.0
2026-01-03 15:11:14,2026-01-03 15:00:00,2026-01-03 15:15:00,0.0,0.02,0.0,0.0,0.0,3967.64,0.98,0.0,0.0,0.0,3986.0,0.0
2026-01-03 15:11:15,2026-01-03 15:00:00,2026-01-03 15:15:00,0.0,0.02,0.0,0.0,0.0,3979.36,0.98,0.0,0.0,0.0,3979.36,0.0
2026-01-03 15:11:16,2026-01-03 15:00:00,2026-01-03 15:15:00,0.0,0.02,0.0,0.0,0.0,4128.36,0.98,0.0,0.0,0.0,4128.36,0.0
2026-01-03 15:11:20,2026-01-03 15:00:00,2026-01-03 15:15:00,0.0,0.01,0.0,0.0,0.0,11032.09,0.99,0.0,0.0,0.0,11032.09,0.0
2026-01-03 15:11:17,2026-01-03 15:00:00,2026-01-03 15:15:00,0.0,0.02,0.0,0.0,0.0,4259.36,0.0,0.0,0.0,0.0,0.0,0.0
2026-01-03 15:11:28,2026-01-03 15:00:00,2026-01-03 15:15:00,0.0,0.01,0.0,0.0,0.0,12714.27,0.99,0.0,0.0,0.0,12765.66,0.0
2026-01-03 15:13:14,2026-01-03 15:00:00,2026-01-03 15:15:00,0.0,0.01,0.0,0.0,0.0,18116.11,0.99,0.0,0.0,0.0,18116.11,0.0
2026-01-03 15:13:15,2026-01-03 15:00:00,2026-01-03 15:15:00,0.0,0.01,0.0,0.0,0.0,18116.11,0.99,0.0,0.0,0.0,18116.11,0.0
2026-01-03 15:13:16,2026-01-03 15:00:00,2026-01-03 15:15:00,0.0,0.01,0.0,0.0,0.0,18158.11,0.99,0.0,0.0,0.0,18158.11,0.0
2026-01-03 15:13:17,2026-01-03 15:00:00,2026-01-03 15:15:00,0.0,0.01,0.0,0.0,0.0,18158.11,0.99,0.0,0.0,0.0,18158.11,0.0
2026-01-03 15:13:18,2026-01-03 15:00:00,2026-01-03 15:15:00,0.0,0.01,0.0,0.0,0.0,18146.11,0.99,0.0,0.0,0.0,18146.11,0.0
2026-01-03 15:13:19,2026-01-03 15:00:00,2026-01-03 15:15:00,0.0,0.01,0.0,0.0,0.0,18146.11,0.99,0.0,0.0,0.0,18146.11,0.0
2026-01-03 15:13:20,2026-01-03 15:00:00,2026-01-03 15:15:00,0.0,0.01,0.0,0.0,0.0,18146.11,0.99,0.0,0.0,0.0,18146.11,0.0
2026-01-03 15:13:21,2026-01-03 15:00:00,2026-01-03 15:15:00,0.0,0.01,0.0,0.0,0.0,18171.26,0.99,0.0,0.0,0.0,18146.26,0.0
2026-01-03 15:13:22,2026-01-03 15:00:00,2026-01-03 15:15:00,0.0,0.01,0.0,0.0,0.0,18146.26,0.99,0.0,0.0,0.0,18116.11,0.0
2026-01-03 15:13:23,2026-01-03 15:00:00,2026-01-03 15:15:00,0.0,0.01,0.0,0.0,0.0,18116.11,0.99,0.0,0.0,0.0,18100.11,0.0
2026-01-03 15:13:24,2026-01-03 15:00:00,2026-01-03 15:15:00,0.0,0.01,0.0,0.0,0.0,18100.11,0.99,0.0,0.0,0.0,18052.11,0.0
2026-01-03 15:13:25,2026-01-03 15:00:00,2026-01-03 15:15:00,0.0,0.01,0.0,0.0,0.0,18026.11,0.99,0.0,0.0,0.0,18026.11,0.0
2026-01-03 15:13:26,2026-01-03 15:00:00,2026-01-03 15:15:00,0.0,0.01,0.0,0.0,0.0,18026.11,0.99,0.0,0.0,0.0,18026.11,0.0
2026-01-03 15:13:27,2026-01-03 15:00:00,2026-01-03 15:15:00,0.0,0.01,0.0,0.0,0.0,18026.11,0.99,0.0,0.0,0.0,18026.11,0.0
2026-01-03 15:13:28,2026-01-03 15:00:00,2026-01-03 15:15:00,0.0,0.01,0.0,0.0,0.0,18026.11,0.99,0.0,0.0,0.0,18026.11,0.0
2026-01-03 15:13:29,2026-01-03 15:00:00,2026-01-03 15:15:00,0.0,0.01,0.0,0.0,0.0,18021.11,0.99,0.0,0.0,0.0,18021.11,0.0
2026-01-03 15:13:30,2026-01-03 15:00:00,2026-01-03 15:15:00,0.0,0.01,0.0,0.0,0.0,18021.11,0.99,0.0,0.0,0.0,18051.26,0.0
2026-01-03 15:13:31,2026-01-03 15:00:00,2026-01-03 15:15:00,0.0,0.01,0.0,0.0,0.0,18081.39,0.99,0.0,0.0,0.0,18081.39,0.0
2026-01-03 15:13:32,2026-01-03 15:00:00,2026-01-03 15:15:00,0.0,0.01,0.0,0.0,0.0,18039.24,0.99,0.0,0.0,0.0,18039.24,0.0
2026-01-03 15:13:33,2026-01-03 15:00:00,2026-01-03 15:15:00,0.0,0.01,0.0,0.0,0.0,18027.55,0.99,0.0,0.0,0.0,18027.55,0.0
2026-01-03 15:13:34,2026-01-03 15:00:00,2026-01-03 15:15:00,0.0,0.01,0.0,0.0,0.0,18027.6,0.99,0.0,0.0,0.0,18027.6,0.0
2026-01-03 15:13:35,2026-01-03 15:00:00,2026-01-03 15:15:00,0.0,0.01,0.0,0.0,0.0,18027.6,0.99,0.0,0.0,0.0,18027.6,0.0
2026-01-03 15:13:36,2026-01-03 15:00:00,2026-01-03 15:15:00,0.0,0.01,0.0,0.0,0.0,18814.01,0.99,0.0,0.0,0.0,18822.01,0.0
2026-01-03 15:13:37,2026-01-03 15:00:00,2026-01-03 15:15:00,0.0,0.01,0.0,0.0,0.0,18800.87,0.99,0.0,0.0,0.0,18800.87,0.0
2026-01-03 15:13:38,2026-01-03 15:00:00,2026-01-03 15:15:00,0.0,0.01,0.0,0.0,0.0,19800.87,0.99,0.0,0.0,0.0,19800.87,0.0
2026-01-03 15:13:39,2026-01-03 15:00:00,2026-01-03 15:15:00,0.0,0.01,0.0,0.0,0.0,19781.87,0.99,0.0,0.0,0.0,19773.87,0.0
2026-01-03 15:13:40,2026-01-03 15:00:00,2026-01-03 15:15:00,0.0,0.01,0.0,0.0,0.0,19763.87,0.99,0.0,0.0,0.0,19763.87,0.0
2026-01-03 15:13:41,2026-01-03 15:00:00,2026-01-03 15:15:00,0.0,0.01,0.0,0.0,0.0,19773.87,0.99,0.0,0.0,0.0,19773.87,0.0
2026-01-03 15:13:42,2026-01-03 15:00:00,2026-01-03 15:15:00,0.0,0.01,0.0,0.0,0.0,19773.87,0.99,0.0,0.0,0.0,19773.87,0.0
2026-01-03 15:13:43,2026-01-03 15:00:00,2026-01-03 15:15:00,0.0,0.01,0.0,0.0,0.0,19773.87,0.99,0.0,0.0,0.0,19773.87,0.0
2026-01-03 15:13:44,2026-01-03 15:00:00,2026-01-03 15:15:00,0.0,0.01,0.0,0.0,0.0,19785.87,0.99,0.0,0.0,0.0,19785.87,0.0
2026-01-03 15:13:45,2026-01-03 15:00:00,2026-01-03 15:15:00,0.0,0.01,0.0,0.0,0.0,19657.09,0.99,0.0,0.0,0.0,19657.09,0.0
2026-01-03 15:13:46,2026-01-03 15:00:00,2026-01-03 15:15:00,0.0,0.01,0.0,0.0,0.0,19662.09,0.99,0.0,0.0,0.0,19662.09,0.0
2026-01-03 15:13:47,2026-01-03 15:00:00,2026-01-03 15:15:00,0.0,0.01,0.0,0.0,0.0,19662.09,0.99,0.0,0.0,0.0,19692.24,0.0
2026-01-03 15:13:48,2026-01-03 15:00:00,2026-01-03 15:15:00,0.0,0.01,0.0,0.0,0.0,19692.24,0.99,0.0,0.0,0.0,19692.24,0.0
2026-01-03 15:13:49,2026-01-03 15:00:00,2026-01-03 15:15:00,0.0,0.01,0.0,0.0,0.0,19662.09,0.99,0.0,0.0,0.0,19662.09,0.0
2026-01-03 15:13:50,2026-01-03 15:00:00,2026-01-03 15:15:00,0.0,0.01,0.0,0.0,0.0,19687.09,0.99,0.0,0.0,0.0,19687.09,0.0
2026-01-03 15:13:51,2026-01-03 15:00:00,2026-01-03 15:15:00,0.0,0.01,0.0,0.0,0.0,19687.09,0.99,0.0,0.0,0.0,19687.09,0.0
2026-01-03 15:13:52,2026-01-03 15:00:00,2026-01-03 15:15:00,0.0,0.01,0.0,0.0,0.0,19737.09,0.99,0.0,0.0,0.0,19737.09,0.0
2026-01-03 15:13:53,2026-01-03 15:00:00,2026-01-03 15:15:00,0.0,0.01,0.0,0.0,0.0,19726.98,0.99,0.0,0.0,0.0,19726.98,0.0
2026-01-03 15:13:54,2026-01-03 15:00:00,2026-01-03 15:15:00,0.0,0.01,0.0,0.0,0.0,19726.98,0.99,0.0,0.0,0.0,19726.98,0.0
2026-01-03 15:13:55,2026-01-03 15:00:00,2026-01-03 15:15:00,0.0,0.01,0.0,0.0,0.0,19726.98,0.99,0.0,0.0,0.0,19726.98,0.0
2026-01-03 15:13:56,2026-01-03 15:00:00,2026-01-03 15:15:00,0.0,0.01,0.0,0.0,0.0,19726.98,0.99,0.0,0.0,0.0,19726.98,0.0
2026-01-03 15:13:57,2026-01-03 15:00:00,2026-01-03 15:15:00,0.0,0.01,0.0,0.0,0.0,19726.98,0.99,0.0,0.0,0.0,19726.98,0.0
2026-01-03 15:13:58,2026-01-03 15:00:00,2026-01-03 15:15:00,0.0,0.01,0.0,0.0,0.0,19726.03,0.99,0.0,0.0,0.0,19726.03,0.0
2026-01-03 15:13:59,2026-01-03 15:00:00,2026-01-03 15:15:00,0.0,0.01,0.0,0.0,0.0,19626.03,0.99,0.0,0.0,0.0,19626.03,0.0
2026-01-03 15:14:00,2026-01-03 15:00:00,2026-01-03 15:15:00,0.0,0.01,0.0,0.0,0.0,19800.77,0.99,0.0,0.0,0.0,19845.77,0.0
2026-01-03 15:14:01,2026-01-03 15:00:00,2026-01-03 15:15:00,0.0,0.01,0.0,0.0,0.0,19962.77,0.99,0.0,0.0,0.0,19962.77,0.0
2026-01-03 15:14:02,2026-01-03 15:00:00,2026-01-03 15:15:00,0.0,0.01,0.0,0.0,0.0,19987.77,0.99,0.0,0.0,0.0,19987.77,0.0
2026-01-03 15:14:03,2026-01-03 15:00:00,2026-01-03 15:15:00,0.0,0.01,0.0,0.0,0.0,19982.77,0.99,0.0,0.0,0.0,19982.77,0.0
2026-01-03 15:14:04,2026-01-03 15:00:00,2026-01-03 15:15:00,0.0,0.01,0.0,0.0,0.0,19951.77,0.99,0.0,0.0,0.0,19951.77,0.0
2026-01-03 15:14:05,2026-01-03 15:00:00,2026-01-03 15:15:00,0.0,0.01,0.0,0.0,0.0,19981.92,0.99,0.0,0.0,0.0,19981.92,0.0
2026-01-03 15:14:06,2026-01-03 15:00:00,2026-01-03 15:15:00,0.0,0.01,0.0,0.0,0.0,19981.92,0.99,0.0,0.0,0.0,19951.77,0.0
2026-01-03 15:14:07,2026-01-03 15:00:00,2026-01-03 15:15:00,0.0,0.01,0.0,0.0,0.0,19951.77,0.99,0.0,0.0,0.0,19951.77,0.0
2026-01-03 15:14:08,2026-01-03 15:00:00,2026-01-03 15:15:00,0.0,0.01,0.0,0.0,0.0,19951.77,0.99,0.0,0.0,0.0,19951.77,0.0
2026-01-03 15:15:46,2026-01-03 15:15:00,2026-01-03 15:30:00,0.43,0.44,0.435,0.01,2374.14,1802.61,0.56,0.57,0.565,0.01,1784.78,2369.14
2026-01-03 15:15:47,2026-01-03 15:15:00,2026-01-03 15:30:00,0.42,0.44,0.43,0.02,3810.27,1792.26,0.57,0.58,0.575,0.01,1045.4,3246.76
2026-01-03 15:15:48,2026-01-03 15:15:00,2026-01-03 15:30:00,0.42,0.43,0.425,0.01,3260.76,1163.31,0.57,0.58,0.575,0.01,1163.31,3215.76
2026-01-03 15:15:49,2026-01-03 15:15:00,2026-01-03 15:30:00,0.42,0.43,0.425,0.01,3220.76,1396.18,0.57,0.58,0.575,0.01,1387.36,3220.76
2026-01-03 15:15:50,2026-01-03 15:15:00,2026-01-03 15:30:00,0.42,0.43,0.425,0.01,3403.13,1143.58,0.57,0.58,0.575,0.01,1108.87,3449.13
2026-01-03 15:15:51,2026-01-03 15:15:00,2026-01-03 15:30:00,0.42,0.43,0.425,0.01,3474.13,1204.33,0.57,0.58,0.575,0.01,1228.33,3724.13
2026-01-03 15:15:52,2026-01-03 15:15:00,2026-01-03 15:30:00,0.42,0.43,0.425,0.01,3207.63,1232.12,0.57,0.58,0.575,0.01,1232.33,3212.63
2026-01-03 15:15:53,2026-01-03 15:15:00,2026-01-03 15:30:00,0.42,0.43,0.425,0.01,3122.64,1232.33,0.57,0.58,0.575,0.01,1232.33,3622.64
2026-01-03 15:15:54,2026-01-03 15:15:00,2026-01-03 15:30:00,0.42,0.43,0.425,0.01,3522.14,1135.77,0.57,0.58,0.575,0.01,1185.77,3547.14
2026-01-03 15:15:55,2026-01-03 15:15:00,2026-01-03 15:30:00,0.42,0.43,0.425,0.01,3533.85,1175.77,0.57,0.58,0.575,0.01,1211.58,3722.85
2026-01-03 15:15:56,2026-01-03 15:15:00,2026-01-03 15:30:00,0.42,0.44,0.43,0.02,3784.5,1909.48,0.57,0.58,0.575,0.01,1186.58,3808.51
2026-01-03 15:15:57,2026-01-03 15:15:00,2026-01-03 15:30:00,0.42,0.44,0.43,0.02,3855.58,1704.48,0.57,0.58,0.575,0.01,1226.58,3855.58
2026-01-03 15:15:58,2026-01-03 15:15:00,2026-01-03 15:30:00,0.42,0.43,0.425,0.01,3850.63,1294.58,0.57,0.58,0.575,0.01,1294.58,3838.65
2026-01-03 15:15:59,2026-01-03 15:15:00,2026-01-03 15:30:00,0.42,0.43,0.425,0.01,3834.48,1276.58,0.57,0.58,0.575,0.01,1276.58,3834.48
2026-01-03 15:16:00,2026-01-03 15:15:00,2026-01-03 15:30:00,0.42,0.44,0.43,0.02,3362.2,2295.48,0.56,0.58,0.57,0.02,2313.3,3357.2
2026-01-03 15:16:01,2026-01-03 15:15:00,2026-01-03 15:30:00,0.43,0.44,0.435,0.01,2142.82,2265.3,0.56,0.57,0.565,0.01,2256.39,2156.99
2026-01-03 15:16:02,2026-01-03 15:15:00,2026-01-03 15:30:00,0.46,0.47,0.465,0.01,1333.98,2169.77,0.53,0.54,0.535,0.01,721.92,1802.98
2026-01-03 15:16:03,2026-01-03 15:15:00,2026-01-03 15:30:00,0.47,0.48,0.475,0.01,2303.16,1044.13,0.52,0.53,0.525,0.01,778.24,2311.66
2026-01-03 15:16:04,2026-01-03 15:15:00,2026-01-03 15:30:00,0.47,0.48,0.475,0.01,2072.71,873.34,0.52,0.53,0.525,0.01,863.18,2320.82
2026-01-03 15:16:05,2026-01-03 15:15:00,2026-01-03 15:30:00,0.47,0.48,0.475,0.01,2283.26,1408.18,0.52,0.53,0.525,0.01,1498.18,2226.26
2026-01-03 15:16:06,2026-01-03 15:15:00,2026-01-03 15:30:00,0.47,0.48,0.475,0.01,1978.16,1715.28,0.52,0.53,0.525,0.01,1715.28,1946.16
2026-01-03 15:16:07,2026-01-03 15:15:00,2026-01-03 15:30:00,0.46,0.47,0.465,0.01,2018.0,2264.86,0.53,0.54,0.535,0.01,1251.55,2030.0
2026-01-03 15:16:08,2026-01-03 15:15:00,2026-01-03 15:30:00,0.46,0.48,0.47,0.02,1940.0,2475.86,0.52,0.54,0.53,0.02,2580.45,1987.0
2026-01-03 15:16:09,2026-01-03 15:15:00,2026-01-03 15:30:00,0.46,0.47,0.465,0.01,2014.0,1501.14,0.53,0.54,0.535,0.01,1825.24,2078.0
2026-01-03 15:16:10,2026-01-03 15:15:00,2026-01-03 15:30:00,0.46,0.47,0.465,0.01,2199.88,1503.94,0.53,0.54,0.535,0.01,1533.94,2233.02
2026-01-03 15:16:11,2026-01-03 15:15:00,2026-01-03 15:30:00,0.46,0.47,0.465,0.01,2429.0,1564.94,0.53,0.54,0.535,0.01,1609.44,2440.18
2026-01-03 15:16:12,2026-01-03 15:15:00,2026-01-03 15:30:00,0.46,0.47,0.465,0.01,2487.0,1644.8,0.53,0.55,0.54,0.02,1664.8,3213.0
2026-01-03 15:16:13,2026-01-03 15:15:00,2026-01-03 15:30:00,0.45,0.47,0.46,0.02,3260.0,1623.36,0.53,0.55,0.54,0.02,1612.94,3260.0
2026-01-03 15:16:14,2026-01-03 15:15:00,2026-01-03 15:30:00,0.46,0.47,0.465,0.01,2686.86,1622.35,0.53,0.54,0.535,0.01,1622.35,2757.86
2026-01-03 15:16:15,2026-01-03 15:15:00,2026-01-03 15:30:00,0.46,0.47,0.465,0.01,2786.86,1383.9,0.53,0.54,0.535,0.01,1383.9,2786.86
2026-01-03 15:16:16,2026-01-03 15:15:00,2026-01-03 15:30:00,0.46,0.47,0.465,0.01,2784.63,1683.9,0.52,0.53,0.525,0.01,2538.38,2187.04
2026-01-03 15:16:17,2026-01-03 15:15:00,2026-01-03 15:30:00,0.47,0.48,0.475,0.01,2233.5,2348.38,0.52,0.53,0.525,0.01,2412.38,2263.5
2026-01-03 15:16:18,2026-01-03 15:15:00,2026-01-03 15:30:00,0.47,0.48,0.475,0.01,2267.83,2402.8,0.52,0.53,0.525,0.01,2422.79,2267.83
2026-01-03 15:16:19,2026-01-03 15:15:00,2026-01-03 15:30:00,0.46,0.47,0.465,0.01,2658.11,1591.81,0.53,0.54,0.535,0.01,1551.4,2658.11
2026-01-03 15:16:20,2026-01-03 15:15:00,2026-01-03 15:30:00,0.46,0.47,0.465,0.01,2571.11,1953.27,0.52,0.54,0.53,0.02,3029.38,2526.11
2026-01-03 15:16:21,2026-01-03 15:15:00,2026-01-03 15:30:00,0.46,0.47,0.465,0.01,2268.5,2118.4,0.53,0.54,0.535,0.01,1588.4,2334.75
2026-01-03 15:16:22,2026-01-03 15:15:00,2026-01-03 15:30:00,0.46,0.47,0.465,0.01,2738.75,1680.15,0.53,0.54,0.535,0.01,1241.15,2818.75
2026-01-03 15:16:23,2026-01-03 15:15:00,2026-01-03 15:30:00,0.48,0.49,0.485,0.01,1327.5,1770.28,0.51,0.52,0.515,0.01,1775.28,1390.5
2026-01-03 15:16:24,2026-01-03 15:15:00,2026-01-03 15:30:00,0.47,0.48,0.475,0.01,2095.04,1349.36,0.52,0.53,0.525,0.01,1349.95,2349.04
2026-01-03 15:16:25,2026-01-03 15:15:00,2026-01-03 15:30:00,0.47,0.48,0.475,0.01,2246.95,1811.95,0.51,0.52,0.515,0.01,2298.28,1542.36
2026-01-03 15:16:26,2026-01-03 15:15:00,2026-01-03 15:30:00,0.47,0.49,0.48,0.02,2271.95,2011.28,0.51,0.53,0.52,0.02,2011.28,2271.95
2026-01-03 15:16:27,2026-01-03 15:15:00,2026-01-03 15:30:00,0.47,0.48,0.475,0.01,2267.5,1500.94,0.52,0.53,0.525,0.01,1530.94,2302.5
2026-01-03 15:16:28,2026-01-03 15:15:00,2026-01-03 15:30:00,0.47,0.48,0.475,0.01,2550.5,1513.85,0.52,0.53,0.525,0.01,1437.22,2658.5
2026-01-03 15:16:29,2026-01-03 15:15:00,2026-01-03 15:30:00,0.48,0.49,0.485,0.01,2089.59,1680.75,0.51,0.52,0.515,0.01,1830.75,2179.59
2026-01-03 15:16:30,2026-01-03 15:15:00,2026-01-03 15:30:00,0.47,0.48,0.475,0.01,1951.5,1477.16,0.52,0.53,0.525,0.01,1442.96,1970.0
2026-01-03 15:16:31,2026-01-03 15:15:00,2026-01-03 15:30:00,0.48,0.49,0.485,0.01,1535.0,2197.34,0.51,0.52,0.515,0.01,2282.34,1562.68
2026-01-03 15:16:32,2026-01-03 15:15:00,2026-01-03 15:30:00,0.47,0.48,0.475,0.01,1805.0,2130.1,0.52,0.53,0.525,0.01,2100.1,1745.0
2026-01-03 15:16:33,2026-01-03 15:15:00,2026-01-03 15:30:00,0.47,0.48,0.475,0.01,2071.37,2406.8,0.52,0.53,0.525,0.01,2376.8,2087.37
2026-01-03 15:16:34,2026-01-03 15:15:00,2026-01-03 15:30:00,0.47,0.48,0.475,0.01,2316.0,2468.1,0.52,0.53,0.525,0.01,2408.1,2271.0
2026-01-03 15:16:35,2026-01-03 15:15:00,2026-01-03 15:30:00,0.47,0.48,0.475,0.01,2081.0,2468.1,0.52,0.53,0.525,0.01,2468.1,2095.9
2026-01-03 15:16:36,2026-01-03 15:15:00,2026-01-03 15:30:00,0.47,0.48,0.475,0.01,2086.9,2442.42,0.52,0.53,0.525,0.01,2442.42,2086.9
2026-01-03 15:16:37,2026-01-03 15:15:00,2026-01-03 15:30:00,0.46,0.47,0.465,0.01,2814.0,2108.8,0.53,0.54,0.535,0.01,2108.8,2814.0
2026-01-03 15:16:38,2026-01-03 15:15:00,2026-01-03 15:30:00,0.47,0.49,0.48,0.02,2315.43,2715.36,0.51,0.53,0.52,0.02,2715.36,2319.43
2026-01-03 15:16:39,2026-01-03 15:15:00,2026-01-03 15:30:00,0.47,0.49,0.48,0.02,2329.43,2711.99,0.51,0.53,0.52,0.02,2721.77,2329.43
2026-01-03 15:16:40,2026-01-03 15:15:00,2026-01-03 15:30:00,0.47,0.49,0.48,0.02,2339.43,3241.56,0.51,0.53,0.52,0.02,3239.51,2330.0
2026-01-03 15:23:34,2026-01-03 15:15:00,2026-01-03 15:30:00,0.62,0.63,0.625,0.01,1517.6,1674.36,0.37,0.38,0.375,0.01,1415.89,1517.6
2026-01-03 15:23:35,2026-01-03 15:15:00,2026-01-03 15:30:00,0.62,0.63,0.625,0.01,1466.6,1298.18,0.37,0.39,0.38,0.02,1406.2,2024.95
2026-01-03 15:23:36,2026-01-03 15:15:00,2026-01-03 15:30:00,0.61,0.63,0.62,0.02,2067.82,1430.68,0.37,0.39,0.38,0.02,1569.78,2220.82
2026-01-03 15:23:37,2026-01-03 15:15:00,2026-01-03 15:30:00,0.63,0.64,0.635,0.01,919.28,2104.98,0.36,0.37,0.365,0.01,2102.46,1174.28
2026-01-03 15:23:38,2026-01-03 15:15:00,2026-01-03 15:30:00,0.62,0.63,0.625,0.01,1213.47,1554.1,0.37,0.38,0.375,0.01,1577.34,1173.47
